date,sku_id,on_hand_units,on_order_units,lead_time_days,reorder_point
2024-04-28,SKU046,70,0,2,7
2024-05-05,SKU046,46,0,2,7
2024-05-12,SKU046,32,0,2,7
2024-05-19,SKU046,13,0,2,7
2024-05-26,SKU046,56,0,2,7
2024-06-02,SKU046,35,0,2,7
2024-06-09,SKU046,17,0,2,7
2024-06-16,SKU046,49,0,2,7
2024-06-23,SKU046,19,0,2,7
2024-06-30,SKU046,3,45,2,7
2024-07-07,SKU046,58,0,2,7
2024-07-14,SKU046,39,0,2,7
2024-07-21,SKU046,23,0,2,7
2024-07-28,SKU046,55,0,2,7
2024-08-04,SKU046,37,0,2,7
2024-08-11,SKU046,15,0,2,7
2024-08-18,SKU046,66,0,2,7
2024-08-25,SKU046,44,0,2,7
2024-09-01,SKU046,20,0,2,7
2024-09-08,SKU046,65,0,2,7
2024-09-15,SKU046,48,0,2,7
2024-09-22,SKU046,32,0,2,7
2024-09-29,SKU046,11,0,2,7
2024-10-06,SKU046,0,62,2,7
2024-10-13,SKU046,79,0,2,7
2024-10-20,SKU046,53,0,2,7
2024-10-27,SKU046,16,0,2,7
2024-11-03,SKU046,54,0,2,7
2024-11-10,SKU046,25,0,2,7
2024-11-17,SKU046,52,0,2,7
2024-11-24,SKU046,14,0,2,7
2024-12-01,SKU046,40,0,2,7
2024-12-08,SKU046,15,0,2,7
2024-12-15,SKU046,61,0,2,7
2024-12-22,SKU046,38,0,2,7
2024-12-29,SKU046,17,0,2,7
2025-01-05,SKU046,78,0,2,7
2025-01-12,SKU046,59,0,2,7
2025-01-19,SKU046,36,0,2,7
2025-01-26,SKU046,18,0,2,7
2025-02-02,SKU046,78,0,2,7
2025-02-09,SKU046,57,0,2,7
2025-02-16,SKU046,40,0,2,7
2025-02-23,SKU046,20,0,2,7
2025-03-02,SKU046,0,36,2,7
2025-03-09,SKU046,73,0,2,7
2025-03-16,SKU046,51,0,2,7
2025-03-23,SKU046,18,0,2,7
2025-03-30,SKU046,35,0,2,7
2025-04-06,SKU046,20,0,2,7
2025-04-13,SKU046,1,71,2,7
2025-04-20,SKU046,0,40,2,7
2025-04-27,SKU046,41,0,2,7
2025-05-04,SKU046,23,0,2,7
2025-05-11,SKU046,77,0,2,7
2025-05-18,SKU046,60,0,2,7
2025-05-25,SKU046,37,0,2,7
2025-06-01,SKU046,17,0,2,7
2025-06-08,SKU046,73,0,2,7
2025-06-15,SKU046,46,0,2,7
2025-06-22,SKU046,18,0,2,7
2025-06-29,SKU046,58,0,2,7
2025-07-06,SKU046,40,0,2,7
2025-07-13,SKU046,23,0,2,7
2025-07-20,SKU046,78,0,2,7
2025-07-27,SKU046,62,0,2,7
2025-08-03,SKU046,40,0,2,7
2025-08-10,SKU046,20,0,2,7
2025-08-17,SKU046,0,49,2,7
2025-08-24,SKU046,64,0,2,7
2025-08-31,SKU046,47,0,2,7
2025-09-07,SKU046,28,0,2,7
2025-09-14,SKU046,11,0,2,7
2025-09-21,SKU046,0,48,2,7
2025-09-28,SKU046,0,48,2,7
2025-10-05,SKU046,47,0,2,7
2025-10-12,SKU046,26,0,2,7
2025-10-19,SKU046,7,80,2,7
2025-10-26,SKU046,47,0,2,7
2025-11-02,SKU046,12,0,2,7
2025-11-09,SKU046,0,83,2,7
2025-11-16,SKU046,67,0,2,7
2025-11-23,SKU046,40,0,2,7
2025-11-30,SKU046,14,0,2,7
2025-12-07,SKU046,0,63,2,7
2025-12-14,SKU046,0,53,2,7
2025-12-21,SKU046,84,0,2,7
2025-12-28,SKU046,67,0,2,7
2024-01-07,SKU047,163,0,12,113
2024-01-14,SKU047,259,0,12,113
2024-01-21,SKU047,206,0,12,113
2024-01-28,SKU047,155,0,12,113
2024-02-04,SKU047,260,0,12,113
2024-02-11,SKU047,217,0,12,113
2024-02-18,SKU047,177,0,12,113
2024-02-25,SKU047,128,0,12,113
2024-03-03,SKU047,184,0,12,113
2024-03-10,SKU047,135,0,12,113
2024-03-17,SKU047,192,0,12,113
2024-03-24,SKU047,147,0,12,113
2024-03-31,SKU047,197,0,12,113
2024-04-07,SKU047,152,0,12,113
2024-04-14,SKU047,214,0,12,113
2024-04-21,SKU047,166,0,12,113
2024-04-28,SKU047,122,0,12,113
2024-05-05,SKU047,78,112,12,113
2024-05-12,SKU047,140,0,12,113
2024-05-19,SKU047,98,146,12,113
2024-05-26,SKU047,217,0,12,113
2024-06-02,SKU047,195,0,12,113
2024-06-09,SKU047,161,0,12,113
2024-06-16,SKU047,99,104,12,113
2024-06-23,SKU047,64,164,12,113
2024-06-30,SKU047,139,0,12,113
2024-07-07,SKU047,111,166,12,113
2024-07-14,SKU047,227,0,12,113
2024-07-21,SKU047,186,0,12,113
2024-07-28,SKU047,143,0,12,113
2024-08-04,SKU047,186,0,12,113
2024-08-11,SKU047,147,0,12,113
2024-08-18,SKU047,281,0,12,113
2024-08-25,SKU047,231,0,12,113
2024-09-01,SKU047,185,0,12,113
2024-09-08,SKU047,151,0,12,113
2024-09-15,SKU047,116,0,12,113
2024-09-22,SKU047,154,0,12,113
2024-09-29,SKU047,116,0,12,113
2024-10-06,SKU047,166,0,12,113
2024-10-13,SKU047,118,0,12,113
2024-10-20,SKU047,193,0,12,113
2024-10-27,SKU047,123,0,12,113
2024-11-03,SKU047,144,0,12,113
2024-11-10,SKU047,94,176,12,113
2024-11-17,SKU047,122,0,12,113
2024-11-24,SKU047,164,0,12,113
2024-12-01,SKU047,222,0,12,113
2024-12-08,SKU047,163,0,12,113
2024-12-15,SKU047,108,122,12,113
2024-12-22,SKU047,221,0,12,113
2024-12-29,SKU047,169,0,12,113
2025-01-05,SKU047,129,0,12,113
2025-01-12,SKU047,182,0,12,113
2025-01-19,SKU047,145,0,12,113
2025-01-26,SKU047,218,0,12,113
2025-02-02,SKU047,182,0,12,113
2025-02-09,SKU047,139,0,12,113
2025-02-16,SKU047,281,0,12,113
2025-02-23,SKU047,244,0,12,113
2025-03-02,SKU047,202,0,12,113
2025-03-09,SKU047,161,0,12,113
2025-03-16,SKU047,202,0,12,113
2025-03-23,SKU047,134,0,12,113
2025-03-30,SKU047,182,0,12,113
2025-04-06,SKU047,142,0,12,113
2025-04-13,SKU047,104,111,12,113
2025-04-20,SKU047,226,0,12,113
2025-04-27,SKU047,175,0,12,113
2025-05-04,SKU047,127,0,12,113
2025-05-11,SKU047,169,0,12,113
2025-05-18,SKU047,129,0,12,113
2025-05-25,SKU047,245,0,12,113
2025-06-01,SKU047,197,0,12,113
2025-06-08,SKU047,165,0,12,113
2025-06-15,SKU047,103,169,12,113
2025-06-22,SKU047,167,0,12,113
2025-06-29,SKU047,131,0,12,113
2025-07-06,SKU047,93,161,12,113
2025-07-13,SKU047,50,153,12,113
2025-07-20,SKU047,147,0,12,113
2025-07-27,SKU047,272,0,12,113
2025-08-03,SKU047,218,0,12,113
2025-08-10,SKU047,179,0,12,113
2025-08-17,SKU047,215,0,12,113
2025-08-24,SKU047,169,0,12,113
2025-08-31,SKU047,126,0,12,113
2025-09-07,SKU047,180,0,12,113
2025-09-14,SKU047,137,0,12,113
2025-09-21,SKU047,267,0,12,113
2025-09-28,SKU047,231,0,12,113
2025-10-05,SKU047,174,0,12,113
2025-10-12,SKU047,123,0,12,113
2025-10-19,SKU047,144,0,12,113
2025-10-26,SKU047,220,0,12,113
2025-11-02,SKU047,124,0,12,113
2025-11-09,SKU047,57,110,12,113
2025-11-16,SKU047,94,0,12,113
2025-11-23,SKU047,194,0,12,113
2025-11-30,SKU047,130,0,12,113
2025-12-07,SKU047,130,0,12,113
2025-12-14,SKU047,82,145,12,113
2025-12-21,SKU047,37,123,12,113
2025-12-28,SKU047,174,0,12,113
2024-01-07,SKU048,125,0,9,90
2024-01-14,SKU048,250,0,9,90
2024-01-21,SKU048,194,0,9,90
2024-01-28,SKU048,137,0,9,90
2024-02-04,SKU048,81,239,9,90
2024-02-11,SKU048,25,121,9,90
2024-02-18,SKU048,177,0,9,90
2024-02-25,SKU048,105,0,9,90
2024-03-03,SKU048,39,142,9,90
2024-03-10,SKU048,177,0,9,90
2024-03-17,SKU048,120,0,9,90
2024-03-24,SKU048,61,167,9,90
2024-03-31,SKU048,123,0,9,90
2024-04-07,SKU048,227,0,9,90
2024-04-14,SKU048,163,0,9,90
2024-04-21,SKU048,90,107,9,90
2024-04-28,SKU048,143,0,9,90
2024-05-05,SKU048,173,0,9,90
2024-05-12,SKU048,101,0,9,90
2024-05-19,SKU048,28,188,9,90
2024-05-26,SKU048,0,235,9,90
2024-06-02,SKU048,157,0,9,90
2024-06-09,SKU048,96,0,9,90
2024-06-16,SKU048,140,0,9,90
2024-06-23,SKU048,84,181,9,90
2024-06-30,SKU048,205,0,9,90
2024-07-07,SKU048,149,0,9,90
2024-07-14,SKU048,92,0,9,90
2024-07-21,SKU048,157,0,9,90
2024-07-28,SKU048,94,0,9,90
2024-08-04,SKU048,208,0,9,90
2024-08-11,SKU048,144,0,9,90
2024-08-18,SKU048,305,0,9,90
2024-08-25,SKU048,241,0,9,90
2024-09-01,SKU048,169,0,9,90
2024-09-08,SKU048,104,0,9,90
2024-09-15,SKU048,45,132,9,90
2024-09-22,SKU048,223,0,9,90
2024-09-29,SKU048,152,0,9,90
2024-10-06,SKU048,93,0,9,90
2024-10-13,SKU048,27,213,9,90
2024-10-20,SKU048,0,225,9,90
2024-10-27,SKU048,0,145,9,90
2024-11-03,SKU048,216,0,9,90
2024-11-10,SKU048,141,0,9,90
2024-11-17,SKU048,74,168,9,90
2024-11-24,SKU048,185,0,9,90
2024-12-01,SKU048,121,0,9,90
2024-12-08,SKU048,55,186,9,90
2024-12-15,SKU048,239,0,9,90
2024-12-22,SKU048,163,0,9,90
2024-12-29,SKU048,112,0,9,90
2025-01-05,SKU048,286,0,9,90
2025-01-12,SKU048,236,0,9,90
2025-01-19,SKU048,179,0,9,90
2025-01-26,SKU048,128,0,9,90
2025-02-02,SKU048,308,0,9,90
2025-02-09,SKU048,240,0,9,90
2025-02-16,SKU048,186,0,9,90
2025-02-23,SKU048,144,0,9,90
2025-03-02,SKU048,89,154,9,90
2025-03-09,SKU048,188,0,9,90
2025-03-16,SKU048,106,0,9,90
2025-03-23,SKU048,239,0,9,90
2025-03-30,SKU048,165,0,9,90
2025-04-06,SKU048,103,0,9,90
2025-04-13,SKU048,55,139,9,90
2025-04-20,SKU048,151,0,9,90
2025-04-27,SKU048,103,0,9,90
2025-05-04,SKU048,52,168,9,90
2025-05-11,SKU048,11,129,9,90
2025-05-18,SKU048,141,0,9,90
2025-05-25,SKU048,83,224,9,90
2025-06-01,SKU048,219,0,9,90
2025-06-08,SKU048,161,0,9,90
2025-06-15,SKU048,86,223,9,90
2025-06-22,SKU048,26,191,9,90
2025-06-29,SKU048,202,0,9,90
2025-07-06,SKU048,143,0,9,90
2025-07-13,SKU048,89,137,9,90
2025-07-20,SKU048,242,0,9,90
2025-07-27,SKU048,194,0,9,90
2025-08-03,SKU048,131,0,9,90
2025-08-10,SKU048,186,0,9,90
2025-08-17,SKU048,109,0,9,90
2025-08-24,SKU048,185,0,9,90
2025-08-31,SKU048,139,0,9,90
2025-09-07,SKU048,92,0,9,90
2025-09-14,SKU048,38,243,9,90
2025-09-21,SKU048,154,0,9,90
2025-09-28,SKU048,94,0,9,90
2025-10-05,SKU048,134,0,9,90
2025-10-12,SKU048,165,0,9,90
2025-10-19,SKU048,98,0,9,90
2025-10-26,SKU048,105,0,9,90
2025-11-02,SKU048,220,0,9,90
2025-11-09,SKU048,146,0,9,90
2025-11-16,SKU048,251,0,9,90
2025-11-23,SKU048,160,0,9,90
2025-11-30,SKU048,50,113,9,90
2025-12-07,SKU048,0,207,9,90
2025-12-14,SKU048,236,0,9,90
2025-12-21,SKU048,151,0,9,90
2025-12-28,SKU048,81,162,9,90
2024-01-07,SKU049,61,0,6,33
2024-01-14,SKU049,31,71,6,33
2024-01-21,SKU049,94,0,6,33
2024-01-28,SKU049,70,0,6,33
2024-02-04,SKU049,46,0,6,33
2024-02-11,SKU049,77,0,6,33
2024-02-18,SKU049,49,0,6,33
2024-02-25,SKU049,69,0,6,33
2024-03-03,SKU049,41,0,6,33
2024-03-10,SKU049,14,44,6,33
2024-03-17,SKU049,54,0,6,33
2024-03-24,SKU049,99,0,6,33
2024-03-31,SKU049,76,0,6,33
2024-04-07,SKU049,51,0,6,33
2024-04-14,SKU049,122,0,6,33
2024-04-21,SKU049,93,0,6,33
2024-04-28,SKU049,65,0,6,33
2024-05-05,SKU049,35,0,6,33
2024-05-12,SKU049,94,0,6,33
2024-05-19,SKU049,66,0,6,33
2024-05-26,SKU049,39,0,6,33
2024-06-02,SKU049,13,53,6,33
2024-06-09,SKU049,92,0,6,33
2024-06-16,SKU049,69,0,6,33
2024-06-23,SKU049,46,0,6,33
2024-06-30,SKU049,109,0,6,33
2024-07-07,SKU049,82,0,6,33
2024-07-14,SKU049,55,0,6,33
2024-07-21,SKU049,28,41,6,33
2024-07-28,SKU049,0,98,6,33
2024-08-04,SKU049,71,0,6,33
2024-08-11,SKU049,45,0,6,33
2024-08-18,SKU049,121,0,6,33
2024-08-25,SKU049,98,0,6,33
2024-09-01,SKU049,72,0,6,33
2024-09-08,SKU049,46,0,6,33
2024-09-15,SKU049,17,58,6,33
2024-09-22,SKU049,63,0,6,33
2024-09-29,SKU049,34,0,6,33
2024-10-06,SKU049,10,40,6,33
2024-10-13,SKU049,49,0,6,33
2024-10-20,SKU049,19,80,6,33
2024-10-27,SKU049,0,77,6,33
2024-11-03,SKU049,44,0,6,33
2024-11-10,SKU049,61,0,6,33
2024-11-17,SKU049,34,0,6,33
2024-11-24,SKU049,0,78,6,33
2024-12-01,SKU049,96,0,6,33
2024-12-08,SKU049,62,0,6,33
2024-12-15,SKU049,38,0,6,33
2024-12-22,SKU049,68,0,6,33
2024-12-29,SKU049,46,0,6,33
2025-01-05,SKU049,32,75,6,33
2025-01-12,SKU049,59,0,6,33
2025-01-19,SKU049,42,0,6,33
2025-01-26,SKU049,19,88,6,33
2025-02-02,SKU049,1,63,6,33
2025-02-09,SKU049,0,87,6,33
2025-02-16,SKU049,0,98,6,33
2025-02-23,SKU049,74,0,6,33
2025-03-02,SKU049,52,0,6,33
2025-03-09,SKU049,28,80,6,33
2025-03-16,SKU049,75,0,6,33
2025-03-23,SKU049,41,0,6,33
2025-03-30,SKU049,11,74,6,33
2025-04-06,SKU049,97,0,6,33
2025-04-13,SKU049,76,0,6,33
2025-04-20,SKU049,51,0,6,33
2025-04-27,SKU049,97,0,6,33
2025-05-04,SKU049,75,0,6,33
2025-05-11,SKU049,57,0,6,33
2025-05-18,SKU049,38,0,6,33
2025-05-25,SKU049,15,50,6,33
2025-06-01,SKU049,64,0,6,33
2025-06-08,SKU049,44,0,6,33
2025-06-15,SKU049,93,0,6,33
2025-06-22,SKU049,65,0,6,33
2025-06-29,SKU049,44,0,6,33
2025-07-06,SKU049,64,0,6,33
2025-07-13,SKU049,44,0,6,33
2025-07-20,SKU049,74,0,6,33
2025-07-27,SKU049,48,0,6,33
2025-08-03,SKU049,120,0,6,33
2025-08-10,SKU049,88,0,6,33
2025-08-17,SKU049,52,0,6,33
2025-08-24,SKU049,28,95,6,33
2025-08-31,SKU049,82,0,6,33
2025-09-07,SKU049,63,0,6,33
2025-09-14,SKU049,45,0,6,33
2025-09-21,SKU049,73,0,6,33
2025-09-28,SKU049,50,0,6,33
2025-10-05,SKU049,22,50,6,33
2025-10-12,SKU049,89,0,6,33
2025-10-19,SKU049,60,0,6,33
2025-10-26,SKU049,25,75,6,33
2025-11-02,SKU049,77,0,6,33
2025-11-09,SKU049,48,0,6,33
2025-11-16,SKU049,19,45,6,33
2025-11-23,SKU049,76,0,6,33
2025-11-30,SKU049,28,64,6,33
2025-12-07,SKU049,77,0,6,33
2025-12-14,SKU049,54,0,6,33
2025-12-21,SKU049,30,75,6,33
2025-12-28,SKU049,82,0,6,33
2024-01-07,SKU050,305,0,10,252
2024-01-14,SKU050,458,0,10,252
2024-01-21,SKU050,366,0,10,252
2024-01-28,SKU050,253,0,10,252
2024-02-04,SKU050,470,0,10,252
2024-02-11,SKU050,344,0,10,252
2024-02-18,SKU050,489,0,10,252
2024-02-25,SKU050,384,0,10,252
2024-03-03,SKU050,283,0,10,252
2024-03-10,SKU050,605,0,10,252
2024-03-17,SKU050,454,0,10,252
2024-03-24,SKU050,287,0,10,252
2024-03-31,SKU050,132,314,10,252
2024-04-07,SKU050,0,319,10,252
2024-04-14,SKU050,403,0,10,252
2024-04-21,SKU050,268,0,10,252
2024-04-28,SKU050,166,257,10,252
2024-05-05,SKU050,29,457,10,252
2024-05-12,SKU050,281,0,10,252
2024-05-19,SKU050,161,323,10,252
2024-05-26,SKU050,432,0,10,252
2024-06-02,SKU050,311,0,10,252
2024-06-09,SKU050,430,0,10,252
2024-06-16,SKU050,292,0,10,252
2024-06-23,SKU050,143,280,10,252
2024-06-30,SKU050,34,477,10,252
2024-07-07,SKU050,301,0,10,252
2024-07-14,SKU050,473,0,10,252
2024-07-21,SKU050,350,0,10,252
2024-07-28,SKU050,243,407,10,252
2024-08-04,SKU050,138,354,10,252
2024-08-11,SKU050,471,0,10,252
2024-08-18,SKU050,301,0,10,252
2024-08-25,SKU050,181,323,10,252
2024-09-01,SKU050,84,492,10,252
2024-09-08,SKU050,0,312,10,252
2024-09-15,SKU050,419,0,10,252
2024-09-22,SKU050,299,0,10,252
2024-09-29,SKU050,451,0,10,252
2024-10-06,SKU050,293,0,10,252
2024-10-13,SKU050,179,402,10,252
2024-10-20,SKU050,466,0,10,252
2024-10-27,SKU050,575,0,10,252
2024-11-03,SKU050,341,0,10,252
2024-11-10,SKU050,539,0,10,252
2024-11-17,SKU050,402,0,10,252
2024-11-24,SKU050,208,210,10,252
2024-12-01,SKU050,510,0,10,252
2024-12-08,SKU050,374,0,10,252
2024-12-15,SKU050,209,293,10,252
2024-12-22,SKU050,68,311,10,252
2024-12-29,SKU050,430,0,10,252
2025-01-05,SKU050,315,0,10,252
2025-01-12,SKU050,501,0,10,252
2025-01-19,SKU050,390,0,10,252
2025-01-26,SKU050,290,0,10,252
2025-02-02,SKU050,171,403,10,252
2025-02-09,SKU050,37,336,10,252
2025-02-16,SKU050,0,232,10,252
2025-02-23,SKU050,0,487,10,252
2025-03-02,SKU050,207,0,10,252
2025-03-09,SKU050,89,267,10,252
2025-03-16,SKU050,0,352,10,252
2025-03-23,SKU050,365,0,10,252
2025-03-30,SKU050,228,464,10,252
2025-04-06,SKU050,378,0,10,252
2025-04-13,SKU050,262,0,10,252
2025-04-20,SKU050,130,444,10,252
2025-04-27,SKU050,460,0,10,252
2025-05-04,SKU050,357,0,10,252
2025-05-11,SKU050,275,0,10,252
2025-05-18,SKU050,168,356,10,252
2025-05-25,SKU050,64,200,10,252
2025-06-01,SKU050,0,225,10,252
2025-06-08,SKU050,0,329,10,252
2025-06-15,SKU050,472,0,10,252
2025-06-22,SKU050,335,0,10,252
2025-06-29,SKU050,538,0,10,252
2025-07-06,SKU050,432,0,10,252
2025-07-13,SKU050,306,0,10,252
2025-07-20,SKU050,651,0,10,252
2025-07-27,SKU050,560,0,10,252
2025-08-03,SKU050,417,0,10,252
2025-08-10,SKU050,253,0,10,252
2025-08-17,SKU050,39,401,10,252
2025-08-24,SKU050,357,0,10,252
2025-08-31,SKU050,234,239,10,252
2025-09-07,SKU050,509,0,10,252
2025-09-14,SKU050,398,0,10,252
2025-09-21,SKU050,285,0,10,252
2025-09-28,SKU050,620,0,10,252
2025-10-05,SKU050,498,0,10,252
2025-10-12,SKU050,349,0,10,252
2025-10-19,SKU050,508,0,10,252
2025-10-26,SKU050,256,0,10,252
2025-11-02,SKU050,36,366,10,252
2025-11-09,SKU050,0,444,10,252
2025-11-16,SKU050,0,463,10,252
2025-11-23,SKU050,406,0,10,252
2025-11-30,SKU050,592,0,10,252
2025-12-07,SKU050,393,0,10,252
2025-12-14,SKU050,272,0,10,252
2025-12-21,SKU050,100,442,10,252
2025-12-28,SKU050,0,257,10,252
2024-01-07,SKU051,252,0,10,223
2024-01-14,SKU051,141,219,10,223
2024-01-21,SKU051,17,364,10,223
2024-01-28,SKU051,264,0,10,223
2024-02-04,SKU051,144,390,10,223
2024-02-11,SKU051,338,0,10,223
2024-02-18,SKU051,236,0,10,223
2024-02-25,SKU051,408,0,10,223
2024-03-03,SKU051,295,0,10,223
2024-03-10,SKU051,409,0,10,223
2024-03-17,SKU051,303,0,10,223
2024-03-24,SKU051,205,322,10,223
2024-03-31,SKU051,363,0,10,223
2024-04-07,SKU051,243,0,10,223
2024-04-14,SKU051,117,216,10,223
2024-04-21,SKU051,12,218,10,223
2024-04-28,SKU051,260,0,10,223
2024-05-05,SKU051,146,204,10,223
2024-05-12,SKU051,31,357,10,223
2024-05-19,SKU051,256,0,10,223
2024-05-26,SKU051,126,374,10,223
2024-06-02,SKU051,89,195,10,223
2024-06-09,SKU051,252,0,10,223
2024-06-16,SKU051,153,265,10,223
2024-06-23,SKU051,283,0,10,223
2024-06-30,SKU051,474,0,10,223
2024-07-07,SKU051,394,0,10,223
2024-07-14,SKU051,322,0,10,223
2024-07-21,SKU051,232,0,10,223
2024-07-28,SKU051,146,200,10,223
2024-08-04,SKU051,398,0,10,223
2024-08-11,SKU051,310,0,10,223
2024-08-18,SKU051,550,0,10,223
2024-08-25,SKU051,460,0,10,223
2024-09-01,SKU051,379,0,10,223
2024-09-08,SKU051,286,0,10,223
2024-09-15,SKU051,452,0,10,223
2024-09-22,SKU051,384,0,10,223
2024-09-29,SKU051,295,0,10,223
2024-10-06,SKU051,456,0,10,223
2024-10-13,SKU051,363,0,10,223
2024-10-20,SKU051,244,0,10,223
2024-10-27,SKU051,29,195,10,223
2024-11-03,SKU051,180,0,10,223
2024-11-10,SKU051,66,190,10,223
2024-11-17,SKU051,0,410,10,223
2024-11-24,SKU051,336,0,10,223
2024-12-01,SKU051,150,236,10,223
2024-12-08,SKU051,280,0,10,223
2024-12-15,SKU051,492,0,10,223
2024-12-22,SKU051,390,0,10,223
2024-12-29,SKU051,288,0,10,223
2025-01-05,SKU051,170,348,10,223
2025-01-12,SKU051,74,204,10,223
2025-01-19,SKU051,0,220,10,223
2025-01-26,SKU051,261,0,10,223
2025-02-02,SKU051,462,0,10,223
2025-02-09,SKU051,357,0,10,223
2025-02-16,SKU051,263,0,10,223
2025-02-23,SKU051,487,0,10,223
2025-03-02,SKU051,366,0,10,223
2025-03-09,SKU051,277,0,10,223
2025-03-16,SKU051,457,0,10,223
2025-03-23,SKU051,313,0,10,223
2025-03-30,SKU051,199,191,10,223
2025-04-06,SKU051,309,0,10,223
2025-04-13,SKU051,211,289,10,223
2025-04-20,SKU051,101,178,10,223
2025-04-27,SKU051,0,380,10,223
2025-05-04,SKU051,0,269,10,223
2025-05-11,SKU051,393,0,10,223
2025-05-18,SKU051,306,0,10,223
2025-05-25,SKU051,210,327,10,223
2025-06-01,SKU051,394,0,10,223
2025-06-08,SKU051,307,0,10,223
2025-06-15,SKU051,529,0,10,223
2025-06-22,SKU051,414,0,10,223
2025-06-29,SKU051,327,0,10,223
2025-07-06,SKU051,234,0,10,223
2025-07-13,SKU051,493,0,10,223
2025-07-20,SKU051,391,0,10,223
2025-07-27,SKU051,304,0,10,223
2025-08-03,SKU051,226,0,10,223
2025-08-10,SKU051,126,377,10,223
2025-08-17,SKU051,0,199,10,223
2025-08-24,SKU051,0,216,10,223
2025-08-31,SKU051,421,0,10,223
2025-09-07,SKU051,296,0,10,223
2025-09-14,SKU051,512,0,10,223
2025-09-21,SKU051,395,0,10,223
2025-09-28,SKU051,316,0,10,223
2025-10-05,SKU051,443,0,10,223
2025-10-12,SKU051,300,0,10,223
2025-10-19,SKU051,465,0,10,223
2025-10-26,SKU051,256,0,10,223
2025-11-02,SKU051,93,300,10,223
2025-11-09,SKU051,0,207,10,223
2025-11-16,SKU051,216,0,10,223
2025-11-23,SKU051,0,180,10,223
2025-11-30,SKU051,265,0,10,223
2025-12-07,SKU051,280,0,10,223
2025-12-14,SKU051,560,0,10,223
2025-12-21,SKU051,435,0,10,223
2025-12-28,SKU051,306,0,10,223
2024-01-07,SKU052,163,0,9,147
2024-01-14,SKU052,76,254,9,147
2024-01-21,SKU052,0,315,9,147
2024-01-28,SKU052,280,0,9,147
2024-02-04,SKU052,188,0,9,147
2024-02-11,SKU052,308,0,9,147
2024-02-18,SKU052,223,0,9,147
2024-02-25,SKU052,458,0,9,147
2024-03-03,SKU052,383,0,9,147
2024-03-10,SKU052,283,0,9,147
2024-03-17,SKU052,205,0,9,147
2024-03-24,SKU052,123,281,9,147
2024-03-31,SKU052,22,187,9,147
2024-04-07,SKU052,0,133,9,147
2024-04-14,SKU052,277,0,9,147
2024-04-21,SKU052,202,0,9,147
2024-04-28,SKU052,121,265,9,147
2024-05-05,SKU052,293,0,9,147
2024-05-12,SKU052,223,0,9,147
2024-05-19,SKU052,154,0,9,147
2024-05-26,SKU052,386,0,9,147
2024-06-02,SKU052,323,0,9,147
2024-06-09,SKU052,249,0,9,147
2024-06-16,SKU052,158,0,9,147
2024-06-23,SKU052,298,0,9,147
2024-06-30,SKU052,218,0,9,147
2024-07-07,SKU052,395,0,9,147
2024-07-14,SKU052,341,0,9,147
2024-07-21,SKU052,283,0,9,147
2024-07-28,SKU052,222,0,9,147
2024-08-04,SKU052,144,161,9,147
2024-08-11,SKU052,376,0,9,147
2024-08-18,SKU052,263,0,9,147
2024-08-25,SKU052,187,0,9,147
2024-09-01,SKU052,118,257,9,147
2024-09-08,SKU052,375,0,9,147
2024-09-15,SKU052,301,0,9,147
2024-09-22,SKU052,224,0,9,147
2024-09-29,SKU052,155,0,9,147
2024-10-06,SKU052,290,0,9,147
2024-10-13,SKU052,190,0,9,147
2024-10-20,SKU052,315,0,9,147
2024-10-27,SKU052,192,0,9,147
2024-11-03,SKU052,219,0,9,147
2024-11-10,SKU052,370,0,9,147
2024-11-17,SKU052,289,0,9,147
2024-11-24,SKU052,148,0,9,147
2024-12-01,SKU052,0,258,9,147
2024-12-08,SKU052,158,0,9,147
2024-12-15,SKU052,273,0,9,147
2024-12-22,SKU052,169,0,9,147
2024-12-29,SKU052,237,0,9,147
2025-01-05,SKU052,158,0,9,147
2025-01-12,SKU052,403,0,9,147
2025-01-19,SKU052,338,0,9,147
2025-01-26,SKU052,261,0,9,147
2025-02-02,SKU052,182,0,9,147
2025-02-09,SKU052,388,0,9,147
2025-02-16,SKU052,316,0,9,147
2025-02-23,SKU052,240,0,9,147
2025-03-02,SKU052,169,0,9,147
2025-03-09,SKU052,106,193,9,147
2025-03-16,SKU052,266,0,9,147
2025-03-23,SKU052,174,0,9,147
2025-03-30,SKU052,79,289,9,147
2025-04-06,SKU052,170,0,9,147
2025-04-13,SKU052,84,248,9,147
2025-04-20,SKU052,312,0,9,147
2025-04-27,SKU052,247,0,9,147
2025-05-04,SKU052,167,0,9,147
2025-05-11,SKU052,104,228,9,147
2025-05-18,SKU052,10,138,9,147
2025-05-25,SKU052,0,320,9,147
2025-06-01,SKU052,171,0,9,147
2025-06-08,SKU052,288,0,9,147
2025-06-15,SKU052,189,0,9,147
2025-06-22,SKU052,402,0,9,147
2025-06-29,SKU052,343,0,9,147
2025-07-06,SKU052,287,0,9,147
2025-07-13,SKU052,206,0,9,147
2025-07-20,SKU052,415,0,9,147
2025-07-27,SKU052,346,0,9,147
2025-08-03,SKU052,255,0,9,147
2025-08-10,SKU052,181,0,9,147
2025-08-17,SKU052,210,0,9,147
2025-08-24,SKU052,108,288,9,147
2025-08-31,SKU052,344,0,9,147
2025-09-07,SKU052,257,0,9,147
2025-09-14,SKU052,149,0,9,147
2025-09-21,SKU052,244,0,9,147
